statement,label,num_-,num_?,num_!,num_%,num_;,num_:,"num_""",num_(,num_$,"num_,",num_.,count_char,count_word,count_sent,count_char_per_word,count_unique,count_uppercase,count_month,sentiment_score,count_function,count_pronoun,count_ppron,count_i,count_we,count_you,count_shehe,count_they,count_ipron,count_article,count_prep,count_auxverb,count_adverb,count_conj,count_negate,count_verb,count_adj,count_compare,count_interrog,count_number,count_quant,count_affect,count_posemo,count_negemo,count_anx,count_anger,count_sad,count_social,count_family,count_friend,count_female,count_male,count_cogproc,count_insight,count_cause,count_discrep,count_tentat,count_certain,count_differ,count_percept,count_see,count_hear,count_feel,count_bio,count_body,count_health,count_sexual,count_ingest,count_drives,count_affiliation,count_achieve,count_power,count_reward,count_risk,count_focuspast,count_focuspresent,count_focusfuture,count_relativ,count_motion,count_space,count_time,count_work,count_leisure,count_home,count_money,count_relig,count_death,count_informal,count_swear,count_netspeak,count_assent,count_nonflu,count_filler
Debt doubled under Bush and now its tripling under Barack Obamas watch,0.5,0,0,0,0,0,0,0,0,0,0,1,59,12,1,4.916666666666667,10,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Since Florida passed the stand your ground law in 2005 deaths due to selfdefense have jumped over 250 percent,0.5,1,0,0,0,0,0,0,0,0,1,1,91,19,1,4.7894736842105265,19,2,0,-0.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Washington cannot hide from the fact that Congress hiked the national debt ceiling to 143 trillion They cannot hide from the fact    that the budget that theyre going forward with has more than a 5 trillion in debt in it over the next five years,1.0,0,0,0,0,0,0,0,0,2,0,6,198,45,1,4.4,23,3,0,0.25,0,0,0,0,0,0,0,5,0,1,0,1,1,0,1,0,1,1,2,0,1,1,0,0,1,1,1,1,1,0,1,1,0,2,1,0,1,3,0,0,0,1,0,0,0,1,1,2,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,1,1,1,0,0
Republican House candidateMarilinda Garcia even opposes closing the loophole that allows dangerous criminals to get a gun without a background check,0.75,0,0,0,0,0,0,0,0,0,0,1,128,21,1,6.095238095238095,19,4,0,-0.6,0,0,0,0,0,0,0,1,0,2,0,2,2,0,2,0,2,2,0,0,2,2,0,0,2,2,2,2,2,0,2,2,0,0,2,0,2,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0
Were bankrupt,0.0,0,0,0,0,0,0,0,0,0,0,1,12,2,1,6.0,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The polling shows over and over again that unlike Donald Trump that with me as the nominee we beat Hillary Clinton,0.25,0,0,0,0,0,0,0,0,0,3,1,94,21,1,4.476190476190476,17,5,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
Says Americans invented Pong Space Invaders and the iPhone,0.5,0,0,0,0,0,0,0,0,0,1,1,50,9,1,5.555555555555555,9,6,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russ Feingold got a memo in 2009 that outlined veteran harm at a Wisconsin VA facility and nothing was done,0.0,0,0,0,0,0,0,0,0,0,0,1,88,20,1,4.4,18,5,0,0.0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,3,0,2,2,1,0,2,2,0,0,2,2,2,2,2,0,2,2,0,1,2,0,3,3,0,0,0,2,0,0,0,2,2,1,0,3,2,0,2,0,2,0,0,3,0,2,0,0,0,0,0,0,3,3,2,2,2,0,0
Says she is saving ratepayers 6 millionyear,0.0,0,0,0,0,0,0,0,0,1,0,1,37,7,1,5.285714285714286,7,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Says recall organizers started their website last November and began work on their effort before he even took office,0.0,0,0,0,0,0,0,0,0,0,0,1,98,19,1,5.157894736842105,17,2,1,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
The rate of uninsured Americans is 88 percent,0.5,0,0,0,0,0,0,0,1,0,0,2,38,8,1,4.75,8,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Since the salary for state lawmakers was raised to 79500 that purchasing power has now been reduced to 53000,0.75,0,0,0,0,0,0,0,0,2,3,1,90,19,1,4.7368421052631575,17,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year,1.0,0,0,0,0,0,0,0,0,0,0,1,97,20,1,4.85,18,2,0,-0.26666666666666666,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,2,0,0,0,1,0,0,0,1,1,1,0,2,1,0,1,1,2,0,0,1,1,1,0,0,1,0,1,0,1,2,1,1,2,1,0
Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date,1.0,0,0,0,0,0,0,0,0,0,0,1,146,30,1,4.866666666666666,24,3,0,0.15,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
SaysBernie Sanders voted for what we call the Charleston Loophole,0.75,0,0,0,0,0,0,0,0,0,0,1,56,10,1,5.6,10,5,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
We dont have any chess grandmasters in the United States,-0.25,0,0,0,0,0,0,0,0,0,0,1,47,10,1,4.7,10,3,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Obamas plan for health care reform ends exorbitant outofpocket expenses deductibles or copays,0.75,3,0,0,0,0,0,0,0,0,1,1,81,13,1,6.230769230769231,13,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
The No 1 cause of childhood deaths is preventable accidents,0.75,0,0,0,0,0,0,0,0,0,0,2,50,10,1,5.0,10,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jeff Atwaters bank was so weak that just a few months ago it was shut down by the FDIC,0.5,0,0,0,0,0,0,0,1,0,0,1,68,19,1,3.5789473684210527,17,6,0,-0.2435185185185185,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,2,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
As long as I have served    This is the first time every single solitary decision has required 60 senators,0.0,0,0,0,0,0,0,0,0,0,0,4,85,19,1,4.473684210526316,19,3,0,0.042857142857142864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
The State of Texas does not even use the EVerify system to determine if someone is legally in our country when they apply for a job,1.0,1,0,0,0,0,0,0,0,0,0,1,106,26,1,4.076923076923077,26,5,0,0.2,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,2,1,1,2,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,3,1,1,1,0,0
57 of the jobs created in Austin from 2009 to 2013 do not pay families a living wage,0.75,0,0,0,1,0,0,0,0,0,0,1,67,18,1,3.7222222222222223,18,1,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
Says Texas General Land Office has earned the school children of Texas 45193289 on wind leases that havent produced a watt of energy,1.0,0,0,0,0,0,0,1,0,1,1,2,110,23,1,4.782608695652174,19,6,0,0.05000000000000002,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
We are within the margin of error,0.5,0,0,0,0,0,0,0,0,0,0,1,27,7,1,3.857142857142857,7,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State support for local schools per pupil has decreased by at least 25 percent over the past decade,0.5,0,0,0,0,0,0,0,0,0,0,1,82,18,1,4.555555555555555,18,1,0,-0.2375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Each Corbett administration budget finished in the black,0.5,0,0,0,0,0,0,0,0,0,0,1,49,8,1,6.125,8,2,0,-0.16666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says Hillary Clinton promised running for the Senate years ago 200000 jobs for upstate New York  Not only didnt they come but they lost so many jobs,0.75,0,0,0,0,0,0,0,0,0,4,5,121,27,1,4.481481481481482,22,7,0,0.21212121212121213,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
A couple of hundred American cities are infested by members of the Mexican cartels,1.0,0,0,0,0,0,0,0,0,0,0,1,69,14,1,4.928571428571429,12,3,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barack Obamas health care plan is to mandate health care coverage and have a universal governmentrun program,0.25,1,0,0,0,0,0,2,0,0,0,1,92,17,1,5.411764705882353,13,2,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,3,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0
Hollywood is 1 in Broward homicides in 2013 Thanks Chief Fernandez,0.5,0,0,1,0,0,0,0,0,0,0,1,56,11,1,5.090909090909091,9,5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
50 percentof murders in Texas have been linked to illegal aliens,0.0,0,0,0,0,0,0,0,0,0,0,1,54,11,1,4.909090909090909,11,1,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paul Ryan cut embassy security in his budget by 300 million below what we asked for,0.5,0,0,0,0,0,0,0,0,1,0,1,68,16,1,4.25,16,2,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Among Syrian refugees and migrants coming into Europe there look like very few women Very few children,0.0,0,0,0,0,0,0,0,0,0,1,2,86,17,1,5.0588235294117645,15,4,0,-0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ponzi schemer Scott Rothstein gave hundreds of thousands of campaign cash to control Crists appointments of key state judges,0.5,0,0,0,0,0,0,0,0,0,0,1,106,19,1,5.578947368421052,16,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senator Robert Hurt voted for a bill thats raised your electric rates seven times,0.0,0,0,0,0,0,0,0,0,0,0,1,68,14,1,4.857142857142857,14,3,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
Since 2004 there have been some 1300 attacks on rail targets Four thousand people have died Thousands of injuries,0.25,0,0,0,0,0,0,0,1,0,2,3,95,19,1,5.0,17,3,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Says Donald Trump said a woman should be punished for exercising her right to choose,0.5,0,0,0,0,0,0,0,0,0,0,1,70,15,1,4.666666666666667,15,3,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
Senator Chris Dodd chairman of the Senate Banking Committee placed an amendment in the stimulus bill that allowed for banks bailed out with taxpayer money including AIG to hand out huge bonuses,0.5,0,0,0,0,0,0,0,0,0,2,1,162,32,1,5.0625,28,9,0,0.4000000000000001,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Says legislative debate of airport patdown procedures initiated federal changes in security procedures,0.0,1,0,0,0,0,0,0,0,0,0,1,90,13,1,6.923076923076923,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says Hillary Clinton aide Huma Abedin has ties to the Muslim Brotherhood,0.0,0,0,0,0,0,0,0,0,0,0,1,61,12,1,5.083333333333333,12,7,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decorated Marine twotour Iraq war vet,1.0,1,0,0,0,0,0,0,0,0,1,1,32,6,1,5.333333333333333,6,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If you make more than 250000 a year you only really take home about 125000,0.0,0,0,0,0,0,0,0,0,2,2,1,60,15,1,4.0,13,1,0,0.2333333333333333,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0
Says Donald Trump said the US should encourage Japan to get nuclear weapons,0.75,0,0,0,0,0,0,0,0,0,0,3,63,13,1,4.846153846153846,13,6,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We have the highest rate of childhood poverty of any major country on Earth,0.25,0,0,0,0,0,0,0,0,0,0,1,62,14,1,4.428571428571429,12,2,0,0.0625,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Doherty Campaign unlike the Cicilline Campaign is funded mostly by individual donors  not the big PACs that Cicilline relies on,0.0,2,0,0,0,0,0,0,0,0,2,1,110,21,1,5.238095238095238,16,9,0,0.0,1,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Since parole abolition Virginias crime rate has fallen to third lowest in the country our recidivism rate is down 20 percent and thats the second lowest in the country,0.75,0,0,0,0,0,0,0,0,0,2,1,139,29,1,4.793103448275862,18,2,0,-0.051851851851851864,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"When you were casting your vote for Republicans Brian Kemp was voting for Democrats	messagemachinevotingrecord	dougmacginnitie	Sandy Springs City Councilman	Georgia	republican	1	1	0	0	0	a campaign commercial
789json	halftrue	I want to give every American a 5000 refundable tax credit",0.25,4,0,0,0,0,0,1,0,1,3,3,256,43,1,5.604651162790698,27,12,0,0.0,0,0,0,0,0,1,0,0,0,2,0,2,2,0,2,0,2,2,0,0,2,2,0,0,2,2,2,2,2,0,2,2,0,0,2,0,2,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,4,2,2,2,0,0
Says Hillary Clinton plans to massively increase admissions of Middle East refugees including a 500 percent increase in Syrian refugees coming into our country,0.75,0,0,0,0,0,0,0,1,0,0,1,136,24,1,5.666666666666667,20,6,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
If you look at the jobs lost in the private sector as opposed to the job gains in the public sector its out of whack The governments growing and the private economys shrinking,0.5,0,0,0,0,0,0,0,0,0,1,2,143,33,1,4.333333333333333,22,2,0,0.0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
The president and vice president cant be from the same state,0.0,0,0,0,0,0,0,0,0,0,0,1,50,11,1,4.545454545454546,9,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There are actual cities like Birmingham England that are totally Muslim where nonMuslims just simply dont go in,-0.25,1,0,0,0,0,0,0,0,0,2,1,94,18,1,5.222222222222222,16,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says 40 years ago the US placed Texas under Voting Rights Act for failing to print ballots in Spanish,0.5,0,0,0,0,0,0,0,0,0,1,3,83,19,1,4.368421052631579,19,8,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
I campaigned on the proposals in the budget repair bill for Wisconsin all throughout the election Anybody who says they are shocked on this has been asleep for the past two years,0.0,0,0,0,0,0,0,0,1,0,0,2,147,32,1,4.59375,24,3,0,-0.475,2,2,2,0,0,0,0,5,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,2,0
When I was mayor Providence was one of the five renaissance cities of America according to USA Today in those days Money magazine said it was the fifth best city to live in in America In addition to that All Cities Almanac said in 1994 I believe that it was the safest city in America,1.0,0,0,0,0,0,0,0,0,0,4,3,230,55,1,4.181818181818182,25,16,0,0.5681818181818181,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
If you took every penny of the 1 percent including their dog you wouldnt even begin to balance the budget,0.25,0,0,0,0,0,0,0,0,0,2,1,86,20,1,4.3,16,1,0,0.0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Obama administration went to court to keep one of these five in jail at Guantanamo just three years ago because he was such a huge risk,0.5,0,0,0,0,0,0,0,0,0,0,1,113,27,1,4.185185185185185,25,3,0,0.10000000000000002,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,2,2,0,0,0,2,0,0,0,2,1,1,0,2,1,0,1,1,1,0,0,2,0,1,0,0,0,0,1,0,2,2,1,1,1,0,0
Says Israel profiles based on ethnicity and does it very successfully,0.5,0,0,0,0,0,0,0,0,0,0,1,59,11,1,5.363636363636363,11,2,0,0.9750000000000001,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion,0.0,0,0,0,0,0,0,0,0,0,0,1,103,25,1,4.12,17,4,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
